order_id,supplier_id,warehouse_id,product_id,quantity,unit_cost,total_cost,order_date,expected_delivery,order_status,priority,,,,0
PO007366,SUP0089,WH002,PRD0168,118,28736.82,3390944.76,15-01-2023,10-02-2023,Delivered,Critical,,,,
PO007367,SUP0269,WH002,PRD0471,762,13850.47,10554058.14,08-11-2024,06-12-2024,Delivered,Medium,,,,
PO007368,SUP0295,WH007,PRD0145,409,18876.11,7720328.99,24-11-2023,10-12-2023,Delivered,Low,,,,
PO007369,SUP0112,WH017,PRD0156,350,42638.86,14923601,28-04-2022,13-05-2022,Pending,High,,,,
PO007370,SUP0106,WH001,PRD0355,530,48527.53,25719590.9,03-04-2024,02-05-2024,Delivered,High,,,,
PO007371,SUP0170,WH018,PRD0382,134,17535.21,2349718.14,09-11-2023,12-12-2023,Pending,Low,,,,
PO007372,SUP0066,WH012,PRD0262,608,49971.53,30382690.24,22-03-2023,18-04-2023,Cancelled,Medium,,,,
PO007373,SUP0202,WH004,PRD0086,640,34894.72,22332620.8,05-07-2022,12-08-2022,Cancelled,Critical,,,,
PO007374,SUP0103,WH002,PRD0231,472,45549.14,21499194.08,04-06-2024,13-06-2024,Cancelled,Medium,,,,
PO007375,SUP0176,WH016,PRD0174,597,27228.47,16255396.59,12-02-2024,06-03-2024,Cancelled,Medium,,,,
PO007376,SUP0037,WH002,PRD0333,115,20223.52,2325704.8,19-11-2023,01-12-2023,Delivered,Critical,,,,
PO007377,SUP0085,WH005,PRD0214,685,4886.2,3347047,01-10-2022,31-10-2022,Delivered,Medium,,,,
PO007378,SUP0034,WH020,PRD0150,44,21805.65,959448.6,16-01-2024,27-01-2024,Pending,Medium,,,,
PO007379,SUP0281,WH015,PRD0331,767,3835.78,2942043.26,20-11-2023,08-12-2023,Delivered,Low,,,,
PO007380,SUP0032,WH018,PRD0182,670,40329.89,27021026.3,12-09-2022,04-10-2022,Cancelled,High,,,,
PO007381,SUP0016,WH006,PRD0245,877,10648.39,9338638.03,01-05-2023,03-06-2023,Cancelled,High,,,,
PO007382,SUP0072,WH003,PRD0223,388,27118.31,10521904.28,12-04-2023,28-04-2023,In Transit,High,,,,
PO007383,SUP0039,WH008,PRD0238,499,8692.77,4337692.23,07-03-2022,17-03-2022,Pending,High,,,,
PO007384,SUP0167,WH011,PRD0311,135,48866.82,6597020.7,02-03-2022,21-03-2022,Delivered,High,,,,
PO007385,SUP0161,WH018,PRD0404,588,14819.43,8713824.84,21-09-2024,06-10-2024,Delivered,Low,,,,
PO007386,SUP0126,WH016,PRD0168,727,28736.82,20891668.14,28-12-2023,16-01-2024,Cancelled,High,,,,
PO007387,SUP0044,WH008,PRD0476,596,5103.9,3041924.4,11-10-2022,26-10-2022,In Transit,Medium,,,,
PO007388,SUP0205,WH010,PRD0428,283,38630.03,10932298.49,27-09-2023,13-10-2023,Delivered,Medium,,,,
PO007389,SUP0066,WH003,PRD0154,728,22533.38,16404300.64,05-06-2024,21-06-2024,Pending,Low,,,,
PO007390,SUP0260,WH009,PRD0287,362,26735.75,9678341.5,17-08-2024,28-08-2024,Delivered,Critical,,,,
PO007391,SUP0044,WH016,PRD0282,941,9099.8,8562911.8,17-04-2022,09-05-2022,In Transit,Low,,,,
PO007392,SUP0175,WH014,PRD0348,742,46338.66,34383285.72,27-05-2024,11-06-2024,Pending,High,,,,
PO007393,SUP0197,WH014,PRD0161,14,37429.11,524007.54,08-04-2024,22-04-2024,Cancelled,Low,,,,
PO007394,SUP0074,WH015,PRD0302,88,33157.9,2917895.2,13-10-2024,09-11-2024,Delivered,Critical,,,,
PO007395,SUP0095,WH008,PRD0304,810,14207.07,11507726.7,13-12-2022,09-01-2023,Delivered,Medium,,,,
PO007396,SUP0158,WH005,PRD0115,191,3469.88,662747.08,05-06-2022,19-06-2022,Delivered,High,,,,
PO007397,SUP0142,WH002,PRD0461,353,38766.03,13684408.59,04-02-2022,04-03-2022,Delivered,Low,,,,
PO007398,SUP0080,WH009,PRD0351,338,24198.3,8179025.4,28-01-2022,28-02-2022,In Transit,Medium,,,,
PO007399,SUP0286,WH019,PRD0405,223,48271.73,10764595.79,26-05-2023,07-06-2023,Delivered,Low,,,,
PO007400,SUP0230,WH011,PRD0032,953,18040.52,17192615.56,28-07-2023,27-08-2023,Pending,Medium,,,,
PO007401,SUP0177,WH008,PRD0441,757,17317.11,13109052.27,07-09-2022,03-10-2022,Delivered,Critical,,,,
PO007402,SUP0123,WH004,PRD0470,390,13139.01,5124213.9,06-11-2023,25-11-2023,Cancelled,High,,,,
PO007403,SUP0242,WH008,PRD0377,97,46880.97,4547454.09,03-06-2023,12-06-2023,Pending,Medium,,,,
PO007404,SUP0268,WH014,PRD0119,737,15564.35,11470925.95,22-11-2022,05-12-2022,Cancelled,High,,,,
PO007405,SUP0225,WH018,PRD0082,310,13508.99,4187786.9,22-02-2023,10-03-2023,Delivered,High,,,,
PO007406,SUP0037,WH008,PRD0342,227,11165.18,2534495.86,27-05-2022,17-06-2022,Delivered,Critical,,,,
PO007407,SUP0254,WH002,PRD0293,151,45079.05,6806936.55,02-12-2022,02-01-2023,Delivered,Medium,,,,
PO007408,SUP0063,WH005,PRD0220,550,19134.11,10523760.5,12-06-2024,09-07-2024,Delivered,Medium,,,,
PO007409,SUP0090,WH013,PRD0031,963,25379.97,24440911.11,06-06-2024,29-06-2024,Cancelled,Low,,,,
PO007410,SUP0071,WH010,PRD0494,420,12582.06,5284465.2,16-04-2023,01-05-2023,Delivered,High,,,,
PO007411,SUP0046,WH002,PRD0033,485,5557.53,2695402.05,25-07-2024,22-08-2024,Delivered,Medium,,,,
PO007412,SUP0210,WH020,PRD0021,497,47369.22,23542502.34,19-02-2022,13-03-2022,Pending,Medium,,,,
PO007413,SUP0277,WH008,PRD0396,156,27948.4,4359950.4,25-10-2022,29-11-2022,Delivered,Critical,,,,
PO007414,SUP0108,WH007,PRD0187,24,6611.43,158674.32,14-02-2023,22-03-2023,Cancelled,High,,,,
PO007415,SUP0140,WH008,PRD0272,487,42047.87,20477312.69,20-10-2022,06-11-2022,Pending,Medium,,,,
PO007416,SUP0038,WH015,PRD0340,531,16665.43,8849343.33,04-03-2022,28-03-2022,Cancelled,Medium,,,,
PO007417,SUP0033,WH004,PRD0421,639,38760.87,24768195.93,19-12-2023,14-01-2024,In Transit,High,,,,
PO007418,SUP0148,WH017,PRD0462,149,2267.57,337867.93,21-02-2024,08-03-2024,Pending,Low,,,,
PO007419,SUP0268,WH007,PRD0279,985,26538.94,26140855.9,09-02-2022,20-02-2022,In Transit,Low,,,,
PO007420,SUP0110,WH009,PRD0485,436,33733.82,14707945.52,05-09-2024,17-09-2024,In Transit,Medium,,,,
PO007421,SUP0092,WH010,PRD0014,181,34297.27,6207805.87,13-08-2023,21-08-2023,Cancelled,Critical,,,,
PO007422,SUP0240,WH003,PRD0258,468,30096.98,14085386.64,08-11-2022,20-11-2022,In Transit,High,,,,
PO007423,SUP0116,WH008,PRD0005,466,4376.14,2039281.24,27-08-2022,17-09-2022,Cancelled,High,,,,
PO007424,SUP0237,WH007,PRD0178,877,26518.67,23256873.59,15-07-2022,31-07-2022,In Transit,Critical,,,,
PO007425,SUP0125,WH018,PRD0222,388,7641.42,2964870.96,05-08-2024,12-08-2024,Delivered,Critical,,,,
PO007426,SUP0020,WH016,PRD0311,567,48866.82,27707486.94,25-08-2023,16-09-2023,Cancelled,Medium,,,,
PO007427,SUP0206,WH014,PRD0137,625,18703.13,11689456.25,20-07-2023,23-08-2023,In Transit,Critical,,,,
PO007428,SUP0010,WH020,PRD0239,530,34713.7,18398261,16-11-2022,11-12-2022,Cancelled,Low,,,,
PO007429,SUP0047,WH017,PRD0083,102,39750.47,4054547.94,26-03-2023,12-04-2023,Delivered,Medium,,,,
PO007430,SUP0188,WH006,PRD0061,670,43289.56,29004005.2,14-11-2024,10-12-2024,Delivered,High,,,,
PO007431,SUP0022,WH007,PRD0337,434,4635.69,2011889.46,13-03-2024,07-04-2024,Delivered,High,,,,
PO007432,SUP0059,WH003,PRD0487,128,19817.64,2536657.92,01-05-2023,10-05-2023,Pending,High,,,,
PO007433,SUP0233,WH016,PRD0075,327,10410.32,3404174.64,11-09-2023,19-10-2023,In Transit,High,,,,
PO007434,SUP0216,WH014,PRD0385,502,12093.36,6070866.72,13-12-2023,05-01-2024,Pending,Critical,,,,
PO007435,SUP0142,WH017,PRD0385,268,12093.36,3241020.48,21-03-2024,19-04-2024,Pending,Low,,,,
PO007436,SUP0038,WH016,PRD0320,514,49080.3,25227274.2,01-06-2023,17-06-2023,Delivered,Low,,,,
PO007437,SUP0001,WH016,PRD0088,553,14251.29,7880963.37,19-12-2023,12-01-2024,Delivered,Low,,,,
PO007438,SUP0014,WH016,PRD0319,80,39865.79,3189263.2,10-06-2022,26-06-2022,Delivered,Critical,,,,
PO007439,SUP0021,WH018,PRD0046,698,16616.38,11598233.24,20-06-2024,14-07-2024,Delivered,Low,,,,
PO007440,SUP0152,WH020,PRD0079,380,45946.56,17459692.8,13-07-2024,14-08-2024,Delivered,Critical,,,,
PO007441,SUP0243,WH015,PRD0342,467,11165.18,5214139.06,07-05-2024,28-05-2024,Delivered,Medium,,,,
PO007442,SUP0020,WH009,PRD0276,862,18646.95,16073670.9,18-06-2022,07-07-2022,In Transit,Critical,,,,
PO007443,SUP0039,WH011,PRD0089,752,24318.36,18287406.72,05-01-2024,05-02-2024,Delivered,High,,,,
PO007444,SUP0094,WH019,PRD0351,415,24198.3,10042294.5,23-02-2023,24-03-2023,In Transit,Low,,,,
PO007445,SUP0065,WH012,PRD0286,188,21527.55,4047179.4,09-06-2022,06-07-2022,Delivered,High,,,,
PO007446,SUP0007,WH014,PRD0261,20,41233.11,824662.2,10-10-2024,01-11-2024,Delivered,High,,,,
PO007447,SUP0125,WH002,PRD0121,348,34084.68,11861468.64,03-11-2022,16-11-2022,In Transit,Low,,,,
PO007448,SUP0082,WH002,PRD0483,778,10165.19,7908517.82,04-03-2023,19-03-2023,Delivered,Critical,,,,
PO007449,SUP0197,WH020,PRD0465,773,23909.35,18481927.55,28-08-2024,27-09-2024,Cancelled,Critical,,,,
PO007450,SUP0162,WH003,PRD0375,482,18922.19,9120495.58,11-11-2023,01-12-2023,Cancelled,Critical,,,,
PO007451,SUP0059,WH004,PRD0341,107,18228.4,1950438.8,01-08-2022,14-08-2022,Cancelled,Medium,,,,
PO007452,SUP0058,WH016,PRD0358,714,31245.96,22309615.44,19-11-2023,18-12-2023,Delivered,Low,,,,
PO007453,SUP0114,WH005,PRD0475,12,37415.93,448991.16,18-02-2024,25-03-2024,Delivered,Critical,,,,
PO007454,SUP0077,WH019,PRD0140,757,497.66,376728.62,13-08-2024,28-08-2024,Delivered,Critical,,,,
PO007455,SUP0236,WH010,PRD0133,453,2297.49,1040762.97,02-11-2024,15-11-2024,In Transit,Critical,,,,
PO007456,SUP0230,WH020,PRD0079,536,45946.56,24627356.16,16-04-2022,22-05-2022,Delivered,Critical,,,,
PO007457,SUP0007,WH009,PRD0303,164,20999.41,3443903.24,20-03-2023,14-04-2023,Delivered,Low,,,,
PO007458,SUP0085,WH014,PRD0140,80,497.66,39812.8,11-01-2023,27-01-2023,Pending,Low,,,,
PO007459,SUP0024,WH019,PRD0395,656,1990.53,1305787.68,09-10-2023,23-10-2023,Cancelled,High,,,,
PO007460,SUP0004,WH004,PRD0054,459,42291.34,19411725.06,08-08-2022,19-08-2022,Delivered,Medium,,,,
PO007461,SUP0050,WH011,PRD0202,349,12552.09,4380679.41,21-11-2023,06-12-2023,Delivered,Critical,,,,
PO007462,SUP0118,WH011,PRD0009,277,5201.35,1440773.95,22-04-2023,07-05-2023,Delivered,Critical,,,,
PO007463,SUP0214,WH006,PRD0166,501,22227.22,11135837.22,28-10-2024,07-11-2024,Pending,High,,,,
PO007464,SUP0213,WH020,PRD0361,991,29182.03,28919391.73,14-10-2022,13-11-2022,Pending,Critical,,,,
PO007465,SUP0212,WH019,PRD0144,37,17386.54,643301.98,19-04-2023,06-05-2023,Delivered,Critical,,,,
PO007466,SUP0216,WH011,PRD0458,892,8953.37,7986406.04,24-02-2023,21-03-2023,Delivered,Medium,,,,
PO007467,SUP0232,WH004,PRD0364,116,13422.22,1556977.52,22-02-2023,07-03-2023,Pending,Medium,,,,
PO007468,SUP0050,WH009,PRD0208,433,5325.78,2306062.74,21-09-2023,03-10-2023,Delivered,Critical,,,,
PO007469,SUP0289,WH010,PRD0414,895,24410.8,21847666,19-09-2023,13-10-2023,Delivered,Medium,,,,
PO007470,SUP0296,WH020,PRD0154,961,22533.38,21654578.18,01-12-2022,19-12-2022,Pending,High,,,,
PO007471,SUP0258,WH008,PRD0253,280,27611.55,7731234,21-02-2023,07-03-2023,Cancelled,Medium,,,,
PO007472,SUP0263,WH016,PRD0359,568,6720.32,3817141.76,05-11-2022,28-11-2022,Delivered,High,,,,
PO007473,SUP0065,WH017,PRD0443,673,14112.39,9497638.47,05-12-2022,23-12-2022,Pending,High,,,,
PO007474,SUP0238,WH004,PRD0175,784,24036.25,18844420,28-11-2022,13-12-2022,Delivered,High,,,,
PO007475,SUP0228,WH015,PRD0357,133,43049.31,5725558.23,25-11-2024,27-12-2024,Delivered,High,,,,
PO007476,SUP0154,WH009,PRD0442,243,7034.52,1709388.36,10-01-2022,26-01-2022,Delivered,Medium,,,,
PO007477,SUP0242,WH015,PRD0350,152,316.45,48100.4,10-04-2024,05-05-2024,Delivered,Critical,,,,
PO007478,SUP0158,WH006,PRD0414,585,24410.8,14280318,24-04-2023,14-05-2023,In Transit,Medium,,,,
PO007479,SUP0198,WH010,PRD0078,178,25769.31,4586937.18,09-01-2022,20-01-2022,Pending,High,,,,
PO007480,SUP0230,WH003,PRD0162,936,39711.11,37169598.96,07-07-2023,16-07-2023,Delivered,Medium,,,,
PO007481,SUP0167,WH019,PRD0328,373,17352.9,6472631.7,04-02-2023,21-02-2023,Cancelled,High,,,,
PO007482,SUP0228,WH015,PRD0278,767,44482.36,34117970.12,16-08-2024,25-08-2024,Cancelled,Medium,,,,
PO007483,SUP0003,WH002,PRD0098,835,40873.74,34129572.9,18-03-2023,16-04-2023,Pending,Critical,,,,
PO007484,SUP0150,WH002,PRD0218,500,15486.83,7743415,08-10-2022,26-10-2022,Delivered,Low,,,,
PO007485,SUP0238,WH008,PRD0417,57,34703.56,1978102.92,13-05-2022,08-06-2022,Delivered,High,,,,
PO007486,SUP0245,WH007,PRD0267,293,30041.66,8802206.38,06-06-2024,30-06-2024,Cancelled,High,,,,
PO007487,SUP0242,WH007,PRD0205,386,18829.84,7268318.24,26-04-2023,01-06-2023,Delivered,High,,,,
PO007488,SUP0155,WH009,PRD0067,90,27531.34,2477820.6,17-07-2023,17-08-2023,Cancelled,Medium,,,,
PO007489,SUP0282,WH001,PRD0435,541,45395.53,24558981.73,10-06-2023,01-07-2023,Delivered,Low,,,,
PO007490,SUP0277,WH003,PRD0303,855,20999.41,17954495.55,18-05-2022,06-06-2022,Delivered,Low,,,,
PO007491,SUP0008,WH003,PRD0005,998,4376.14,4367387.72,08-09-2024,28-09-2024,Pending,Critical,,,,
PO007492,SUP0106,WH019,PRD0037,189,29067.86,5493825.54,16-09-2022,02-10-2022,Delivered,Low,,,,
PO007493,SUP0285,WH008,PRD0049,137,19502.91,2671898.67,06-04-2024,25-04-2024,Delivered,Critical,,,,
PO007494,SUP0049,WH004,PRD0141,710,37004.84,26273436.4,13-02-2024,07-03-2024,Delivered,Low,,,,
PO007495,SUP0140,WH007,PRD0152,235,15971.08,3753203.8,10-03-2024,26-03-2024,In Transit,Critical,,,,
PO007496,SUP0251,WH008,PRD0366,866,17998.25,15586484.5,03-05-2024,12-05-2024,Pending,High,,,,
PO007497,SUP0050,WH019,PRD0198,924,11122.67,10277347.08,14-08-2024,30-08-2024,Delivered,Critical,,,,
PO007498,SUP0110,WH002,PRD0166,405,22227.22,9002024.1,17-06-2024,01-07-2024,Cancelled,Medium,,,,
PO007499,SUP0099,WH010,PRD0363,751,1361.08,1022171.08,22-08-2023,28-08-2023,Delivered,Critical,,,,
PO007500,SUP0140,WH009,PRD0309,220,7542.31,1659308.2,10-08-2023,09-09-2023,Delivered,Medium,,,,
PO007501,SUP0065,WH011,PRD0255,693,8229.08,5702752.44,22-01-2022,28-02-2022,Delivered,Critical,,,,
PO007502,SUP0280,WH004,PRD0281,154,44652.97,6876557.38,27-10-2022,06-11-2022,Delivered,Critical,,,,
PO007503,SUP0015,WH004,PRD0470,702,13139.01,9223585.02,28-05-2022,20-06-2022,Pending,Low,,,,
PO007504,SUP0064,WH008,PRD0452,596,23623.53,14079623.88,26-10-2023,13-11-2023,In Transit,Medium,,,,
PO007505,SUP0217,WH006,PRD0279,175,26538.94,4644314.5,03-05-2022,09-05-2022,Delivered,High,,,,
PO007506,SUP0031,WH011,PRD0338,542,25466.05,13802599.1,14-05-2024,11-06-2024,Delivered,Low,,,,
PO007507,SUP0279,WH010,PRD0159,380,19872.6,7551588,01-03-2024,26-03-2024,Cancelled,Critical,,,,
PO007508,SUP0191,WH010,PRD0035,39,20040.93,781596.27,05-06-2022,04-07-2022,Delivered,Low,,,,
PO007509,SUP0104,WH009,PRD0412,133,49716.22,6612257.26,08-07-2024,05-08-2024,In Transit,High,,,,
PO007510,SUP0203,WH006,PRD0496,21,44836.54,941567.34,22-10-2023,10-11-2023,Delivered,Critical,,,,
PO007511,SUP0121,WH017,PRD0275,209,11244.06,2350008.54,27-05-2024,17-06-2024,Cancelled,Medium,,,,
PO007512,SUP0045,WH013,PRD0199,185,37292.63,6899136.55,03-05-2024,19-05-2024,Delivered,Low,,,,
PO007513,SUP0043,WH008,PRD0138,776,40236.47,31223500.72,27-08-2022,21-09-2022,Cancelled,Low,,,,
PO007514,SUP0270,WH006,PRD0440,914,45371.4,41469459.6,27-04-2022,19-05-2022,Pending,High,,,,
PO007515,SUP0191,WH011,PRD0430,479,42414.29,20316444.91,06-09-2024,09-10-2024,Delivered,Critical,,,,
PO007516,SUP0169,WH007,PRD0259,531,47155.95,25039809.45,01-03-2024,24-03-2024,Pending,High,,,,
PO007517,SUP0087,WH009,PRD0202,583,12552.09,7317868.47,20-09-2022,07-10-2022,Pending,Critical,,,,
PO007518,SUP0243,WH007,PRD0493,422,40166.82,16950398.04,11-07-2022,07-08-2022,Cancelled,Medium,,,,
PO007519,SUP0098,WH010,PRD0206,838,37936.35,31790661.3,17-01-2024,28-01-2024,In Transit,Critical,,,,
PO007520,SUP0146,WH005,PRD0071,835,22541.64,18822269.4,16-06-2022,16-07-2022,Delivered,Medium,,,,
PO007521,SUP0245,WH020,PRD0098,991,40873.74,40505876.34,26-07-2024,29-08-2024,Pending,Critical,,,,
PO007522,SUP0181,WH014,PRD0262,444,49971.53,22187359.32,07-12-2022,30-12-2022,Delivered,Low,,,,
PO007523,SUP0122,WH009,PRD0106,992,48166.11,47780781.12,07-04-2022,07-05-2022,Pending,Low,,,,
PO007524,SUP0016,WH011,PRD0445,720,16578.22,11936318.4,14-07-2023,02-08-2023,Delivered,High,,,,
PO007525,SUP0008,WH005,PRD0343,324,40015.64,12965067.36,20-07-2024,15-08-2024,Delivered,Low,,,,
PO007526,SUP0118,WH019,PRD0254,154,37473.16,5770866.64,11-08-2023,29-08-2023,Delivered,Low,,,,
PO007527,SUP0177,WH008,PRD0346,393,9458.42,3717159.06,14-02-2022,28-02-2022,Delivered,High,,,,
PO007528,SUP0210,WH018,PRD0243,617,48713.55,30056260.35,05-08-2022,01-09-2022,Cancelled,Critical,,,,
PO007529,SUP0092,WH012,PRD0002,502,29820.87,14970076.74,05-06-2024,11-06-2024,Cancelled,Critical,,,,
PO007530,SUP0242,WH013,PRD0264,561,13896.51,7795942.11,26-10-2023,05-12-2023,Cancelled,Medium,,,,
PO007531,SUP0108,WH001,PRD0360,86,16186.83,1392067.38,07-08-2023,06-09-2023,Delivered,High,,,,
PO007532,SUP0114,WH019,PRD0274,348,45639.98,15882713.04,26-07-2023,23-08-2023,In Transit,Medium,,,,
PO007533,SUP0240,WH004,PRD0005,277,4376.14,1212190.78,01-07-2024,17-07-2024,Delivered,High,,,,
PO007534,SUP0246,WH013,PRD0456,871,19334.55,16840393.05,18-02-2024,21-02-2024,Delivered,Critical,,,,
PO007535,SUP0280,WH007,PRD0051,39,26890.76,1048739.64,05-12-2023,20-12-2023,In Transit,High,,,,
PO007536,SUP0034,WH008,PRD0129,861,35644.93,30690284.73,10-07-2022,11-08-2022,Pending,Critical,,,,
PO007537,SUP0144,WH016,PRD0131,734,18447.62,13540553.08,28-10-2024,02-12-2024,Cancelled,Low,,,,
PO007538,SUP0106,WH004,PRD0356,986,30165.97,29743646.42,04-12-2024,23-12-2024,Delivered,Low,,,,
PO007539,SUP0083,WH020,PRD0453,973,30081.85,29269640.05,05-04-2022,04-05-2022,Delivered,Critical,,,,
PO007540,SUP0269,WH020,PRD0392,92,10737.44,987844.48,11-05-2023,16-06-2023,Delivered,High,,,,
PO007541,SUP0140,WH008,PRD0290,889,25216.49,22417459.61,25-07-2024,03-08-2024,In Transit,High,,,,
PO007542,SUP0296,WH016,PRD0458,825,8953.37,7386530.25,03-02-2022,02-03-2022,Cancelled,Medium,,,,
PO007543,SUP0045,WH009,PRD0416,11,15957.52,175532.72,03-05-2024,23-05-2024,In Transit,Low,,,,
PO007544,SUP0092,WH014,PRD0064,861,8445.95,7271962.95,11-09-2022,24-09-2022,In Transit,Medium,,,,
PO007545,SUP0006,WH013,PRD0178,637,26518.67,16892392.79,12-08-2024,30-08-2024,Cancelled,Medium,,,,
PO007546,SUP0171,WH010,PRD0476,260,5103.9,1327014,12-10-2022,31-10-2022,Delivered,Medium,,,,
PO007547,SUP0064,WH010,PRD0079,420,45946.56,19297555.2,25-09-2022,02-11-2022,Delivered,Low,,,,
PO007548,SUP0134,WH001,PRD0400,242,17949.24,4343716.08,25-03-2023,07-04-2023,Delivered,High,,,,
PO007549,SUP0105,WH008,PRD0207,587,42303.55,24832183.85,21-01-2022,26-01-2022,Cancelled,High,,,,
PO007550,SUP0269,WH018,PRD0348,911,46338.66,42214519.26,21-07-2023,29-07-2023,Cancelled,Low,,,,
PO007551,SUP0069,WH012,PRD0374,311,34164.68,10625215.48,10-06-2023,24-06-2023,Delivered,Medium,,,,
PO007552,SUP0145,WH010,PRD0271,59,23839.19,1406512.21,24-12-2023,19-01-2024,Pending,Medium,,,,
PO007553,SUP0184,WH012,PRD0068,287,27201,7806687,08-04-2022,06-05-2022,Delivered,Low,,,,
PO007554,SUP0021,WH016,PRD0259,878,47155.95,41402924.1,21-07-2022,15-08-2022,Pending,Medium,,,,
PO007555,SUP0178,WH007,PRD0050,160,40455.62,6472899.2,21-09-2024,22-10-2024,Delivered,Medium,,,,
PO007556,SUP0013,WH002,PRD0127,387,39078.09,15123220.83,16-08-2022,16-09-2022,Pending,Critical,,,,
PO007557,SUP0057,WH019,PRD0390,548,4209.04,2306553.92,23-10-2022,08-11-2022,In Transit,High,,,,
PO007558,SUP0291,WH014,PRD0117,878,25102.34,22039854.52,12-06-2024,06-07-2024,In Transit,Low,,,,
PO007559,SUP0025,WH009,PRD0124,731,33337.37,24369617.47,09-12-2023,21-12-2023,Pending,Low,,,,
PO007560,SUP0175,WH020,PRD0458,389,8953.37,3482860.93,05-07-2023,28-07-2023,Delivered,Medium,,,,
PO007561,SUP0100,WH019,PRD0284,333,38083.54,12681818.82,28-04-2024,28-05-2024,Cancelled,High,,,,
PO007562,SUP0241,WH007,PRD0413,490,33617.09,16472374.1,17-10-2023,30-10-2023,Cancelled,High,,,,
PO007563,SUP0072,WH001,PRD0382,777,17535.21,13624858.17,26-01-2022,28-02-2022,Delivered,Medium,,,,
PO007564,SUP0116,WH012,PRD0163,221,49130.11,10857754.31,06-10-2022,25-10-2022,Pending,High,,,,
PO007565,SUP0091,WH002,PRD0334,858,28694.44,24619829.52,25-06-2024,31-07-2024,Delivered,Low,,,,
PO007566,SUP0009,WH011,PRD0345,590,37151.29,21919261.1,21-11-2024,30-11-2024,In Transit,Low,,,,
PO007567,SUP0233,WH008,PRD0428,892,38630.03,34457986.76,26-09-2024,07-10-2024,Cancelled,Low,,,,
PO007568,SUP0118,WH004,PRD0357,855,43049.31,36807160.05,08-12-2022,01-01-2023,Delivered,Critical,,,,
PO007569,SUP0271,WH002,PRD0016,512,15057.64,7709511.68,04-11-2023,18-11-2023,Delivered,Low,,,,
PO007570,SUP0152,WH020,PRD0247,89,15625.04,1390628.56,13-06-2023,08-07-2023,Cancelled,High,,,,
PO007571,SUP0215,WH008,PRD0107,198,32266.57,6388780.86,23-08-2023,16-09-2023,Delivered,Low,,,,
PO007572,SUP0045,WH009,PRD0191,246,16197.9,3984683.4,13-05-2024,18-06-2024,Cancelled,High,,,,
PO007573,SUP0101,WH005,PRD0095,148,36326.82,5376369.36,17-02-2022,15-03-2022,Delivered,High,,,,
PO007574,SUP0267,WH006,PRD0279,614,26538.94,16294909.16,21-04-2023,26-04-2023,In Transit,Low,,,,
PO007575,SUP0296,WH012,PRD0414,88,24410.8,2148150.4,23-06-2024,10-07-2024,Delivered,Medium,,,,
PO007576,SUP0052,WH010,PRD0006,239,3767.98,900547.22,26-11-2024,03-12-2024,Delivered,Low,,,,
PO007577,SUP0142,WH015,PRD0152,291,15971.08,4647584.28,25-12-2023,11-01-2024,Pending,Low,,,,
PO007578,SUP0120,WH002,PRD0153,191,6891.98,1316368.18,03-03-2024,12-03-2024,Delivered,Critical,,,,
PO007579,SUP0131,WH014,PRD0076,312,26660.81,8318172.72,03-12-2022,30-12-2022,Delivered,Low,,,,
PO007580,SUP0124,WH017,PRD0044,527,1227,646629,28-05-2023,30-06-2023,Cancelled,Critical,,,,
PO007581,SUP0134,WH010,PRD0395,124,1990.53,246825.72,12-06-2024,19-06-2024,Delivered,Medium,,,,
PO007582,SUP0262,WH008,PRD0120,27,16404.84,442930.68,01-05-2023,29-05-2023,In Transit,Critical,,,,
PO007583,SUP0055,WH003,PRD0068,306,27201,8323506,11-09-2024,07-10-2024,Cancelled,Low,,,,
PO007584,SUP0094,WH009,PRD0358,501,31245.96,15654225.96,07-10-2022,06-11-2022,Delivered,Critical,,,,
PO007585,SUP0174,WH007,PRD0492,450,27975.67,12589051.5,01-01-2022,22-01-2022,In Transit,Critical,,,,
PO007586,SUP0018,WH004,PRD0325,83,716.77,59491.91,16-03-2024,21-04-2024,Delivered,Low,,,,
PO007587,SUP0299,WH006,PRD0324,514,20623.08,10600263.12,22-01-2022,31-01-2022,Delivered,Low,,,,
PO007588,SUP0298,WH008,PRD0203,384,36048.64,13842677.76,25-12-2024,15-01-2025,Delivered,High,,,,
PO007589,SUP0125,WH013,PRD0120,890,16404.84,14600307.6,13-09-2022,13-10-2022,Delivered,High,,,,
PO007590,SUP0240,WH015,PRD0039,533,49885.37,26588902.21,19-03-2024,04-04-2024,Delivered,Low,,,,
PO007591,SUP0297,WH015,PRD0371,224,43455.61,9734056.64,12-03-2022,11-04-2022,Pending,Medium,,,,
PO007592,SUP0140,WH011,PRD0475,577,37415.93,21588991.61,15-04-2022,14-05-2022,Delivered,Critical,,,,
PO007593,SUP0004,WH007,PRD0386,687,34159.31,23467445.97,03-09-2023,22-09-2023,Cancelled,Low,,,,
PO007594,SUP0173,WH007,PRD0238,142,8692.77,1234373.34,08-06-2024,22-06-2024,In Transit,Medium,,,,
PO007595,SUP0126,WH014,PRD0308,115,33614.49,3865666.35,01-04-2024,08-05-2024,Cancelled,Critical,,,,
PO007596,SUP0061,WH013,PRD0128,375,1564.88,586830,08-05-2023,27-05-2023,In Transit,Low,,,,
PO007597,SUP0255,WH001,PRD0426,288,45324.55,13053470.4,27-01-2023,09-02-2023,Delivered,High,,,,
