shipment_id,order_id,carrier,transport_mode,shipment_date,expected_delivery,actual_delivery,delay_days,shipment_status,weight_kg,shipment_cost,,,10046
SHP006805,PO006805,Rivigo,Road,22-07-2023,27-08-2023,10-09-2023,14,Delivered,2984.97,20075.73,,,
SHP006806,PO006806,Safexpress,Air,23-12-2022,01-01-2023,11-01-2023,10,In Transit,4708.58,176324.44,,,
SHP006807,PO006807,Safexpress,Rail,28-01-2022,18-02-2022,18-02-2022,0,Delivered,2425.8,14313.04,,,
SHP006808,PO006808,BlueDart,Road,19-06-2024,09-07-2024,Not Delivered,0,Cancelled,2971.35,25082.73,,,
SHP006809,PO006809,DTDC,Road,09-10-2022,09-11-2022,Not Delivered,0,Not Shipped,1306.34,9735.11,,,
SHP006810,PO006810,TCI Express,Road,01-09-2024,28-09-2024,Not Delivered,0,Not Shipped,4807.89,43283.96,,,
SHP006811,PO006811,Shadowfax,Road,06-12-2024,21-12-2024,22-12-2024,1,Delivered,2969.36,20794.96,,,
SHP006812,PO006812,XpressBees,Road,08-09-2022,11-10-2022,Not Delivered,0,Cancelled,3084.66,22925.06,,,
SHP006813,PO006813,Shadowfax,Sea,27-12-2024,22-01-2025,28-01-2025,6,Delivered,3121.97,9512.62,,,
SHP006814,PO006814,BlueDart,Road,10-07-2024,26-07-2024,Not Delivered,0,Cancelled,2716.89,18198.4,,,
SHP006815,PO006815,DTDC,Air,06-06-2023,08-07-2023,17-07-2023,9,Delivered,3532.69,134020.52,,,
SHP006816,PO006816,XpressBees,Road,21-06-2023,08-07-2023,Not Delivered,0,Not Shipped,4883.09,31349.67,,,
SHP006817,PO006817,TCI Express,Air,14-06-2022,04-07-2022,18-07-2022,14,Delivered,2280.35,120443.7,,,
SHP006818,PO006818,FedEx India,Sea,16-03-2022,18-04-2022,Not Delivered,0,Not Shipped,3678.73,12414.31,,,
SHP006819,PO006819,Ecom Express,Sea,10-09-2024,17-10-2024,28-10-2024,11,Delivered,2761.75,8770.59,,,
SHP006820,PO006820,Safexpress,Road,27-01-2023,01-03-2023,08-03-2023,7,Delivered,356.88,3219.24,,,
SHP006821,PO006821,FedEx India,Road,23-07-2023,31-07-2023,Not Delivered,0,Cancelled,1239.1,10129.56,,,
SHP006822,PO006822,BlueDart,Road,12-11-2024,06-12-2024,Not Delivered,0,Cancelled,1747.91,14709.92,,,
SHP006823,PO006823,Delhivery,Sea,23-06-2022,15-07-2022,Not Delivered,0,Cancelled,1169.04,3034.88,,,
SHP006824,PO006824,Safexpress,Rail,14-03-2024,05-04-2024,Not Delivered,0,Cancelled,2151.71,8903.55,,,
SHP006825,PO006825,Delhivery,Road,16-05-2022,17-06-2022,Not Delivered,0,Not Shipped,3883.18,28885.54,,,
SHP006826,PO006826,Ecom Express,Road,24-12-2024,28-01-2025,29-01-2025,1,Delivered,1207.1,11041.42,,,
SHP006827,PO006827,TCI Express,Road,21-08-2022,05-09-2022,Not Delivered,0,Not Shipped,2932.91,27378.9,,,
SHP006828,PO006828,BlueDart,Road,26-04-2023,03-05-2023,05-05-2023,2,Delivered,3311.79,30704.81,,,
SHP006829,PO006829,BlueDart,Air,02-05-2023,15-05-2023,15-05-2023,0,Delivered,2244.47,82083.58,,,
SHP006830,PO006830,BlueDart,Road,14-11-2022,12-12-2022,23-12-2022,11,Delivered,3594.44,32645.82,,,
SHP006831,PO006831,FedEx India,Road,22-10-2024,29-10-2024,30-10-2024,1,In Transit,2840.27,19163.75,,,
SHP006832,PO006832,XpressBees,Air,19-01-2022,06-02-2022,13-02-2022,7,Delivered,1520.21,66141.54,,,
SHP006833,PO006833,XpressBees,Rail,12-06-2024,07-07-2024,Not Delivered,0,Cancelled,737.32,4383.62,,,
SHP006834,PO006834,DTDC,Road,25-06-2022,12-07-2022,Not Delivered,0,Cancelled,4926.53,44790.87,,,
SHP006835,PO006835,TCI Express,Road,17-01-2024,23-02-2024,02-03-2024,8,In Transit,1970.55,16148.66,,,
SHP006836,PO006836,Safexpress,Sea,14-11-2023,16-12-2023,15-12-2023,0,Delivered,4527.86,14384.99,,,
SHP006837,PO006837,DTDC,Road,26-07-2023,23-08-2023,22-08-2023,0,Delivered,3236.93,28202.74,,,
SHP006838,PO006838,XpressBees,Road,20-07-2024,28-07-2024,10-08-2024,13,In Transit,2223.25,20732.96,,,
SHP006839,PO006839,DTDC,Road,05-04-2023,22-04-2023,19-04-2023,0,In Transit,2341.6,17852.14,,,
SHP006840,PO006840,Shadowfax,Rail,10-08-2022,02-09-2022,Not Delivered,0,Cancelled,2024.31,12019.93,,,
SHP006841,PO006841,Ecom Express,Road,20-02-2022,20-03-2022,03-04-2022,14,Delivered,663.95,5525.1,,,
SHP006842,PO006842,Safexpress,Road,15-06-2022,11-07-2022,23-07-2022,12,Delivered,2570.6,18186.82,,,
SHP006843,PO006843,Safexpress,Road,17-09-2023,15-10-2023,17-10-2023,2,Delivered,3756.21,28692.02,,,
SHP006844,PO006844,Shadowfax,Rail,09-05-2024,11-06-2024,14-06-2024,3,Delivered,4119.84,23228.65,,,
SHP006845,PO006845,Rivigo,Road,04-02-2022,21-02-2022,18-02-2022,0,Delivered,1695.73,15423.06,,,
SHP006846,PO006846,Ecom Express,Road,23-03-2022,12-04-2022,Not Delivered,0,Cancelled,1435.22,9872.11,,,
SHP006847,PO006847,FedEx India,Air,18-01-2022,16-02-2022,23-02-2022,7,In Transit,4765.66,198766.37,,,
SHP006848,PO006848,Shadowfax,Sea,01-11-2023,28-11-2023,Not Delivered,0,Cancelled,4068.19,11127.34,,,
SHP006849,PO006849,Rivigo,Road,26-10-2022,26-11-2022,Not Delivered,0,Not Shipped,1760.76,16606.94,,,
SHP006850,PO006850,Ecom Express,Rail,01-07-2023,26-07-2023,Not Delivered,0,Not Shipped,3197.26,14910.76,,,
SHP006851,PO006851,BlueDart,Road,03-04-2022,22-04-2022,02-05-2022,10,Delivered,4820.93,36003.03,,,
SHP006852,PO006852,TCI Express,Road,15-02-2022,02-03-2022,06-03-2022,4,Delivered,1929.31,18160.16,,,
SHP006853,PO006853,BlueDart,Road,01-11-2024,14-11-2024,27-11-2024,13,Delivered,2976.26,22763.26,,,
SHP006854,PO006854,Delhivery,Road,22-06-2022,19-07-2022,Not Delivered,0,Cancelled,2165.47,16479.55,,,
SHP006855,PO006855,Safexpress,Rail,17-05-2024,05-06-2024,Not Delivered,0,Cancelled,1978.94,8034.68,,,
SHP006856,PO006856,XpressBees,Road,23-12-2024,01-01-2025,14-01-2025,13,In Transit,4734.01,35674,,,
SHP006857,PO006857,FedEx India,Air,27-08-2024,04-10-2024,Not Delivered,0,Cancelled,1932.73,86729.33,,,
SHP006858,PO006858,Rivigo,Road,23-12-2023,12-01-2024,10-01-2024,0,Delivered,489.18,3531.59,,,
SHP006859,PO006859,BlueDart,Road,14-05-2022,26-05-2022,02-06-2022,7,Delivered,802.85,6912.31,,,
SHP006860,PO006860,Ecom Express,Rail,05-06-2022,12-06-2022,18-06-2022,6,Delivered,4297.1,22914.44,,,
SHP006861,PO006861,BlueDart,Sea,05-07-2022,02-08-2022,Not Delivered,0,Cancelled,2341.62,6269.71,,,
SHP006862,PO006862,TCI Express,Rail,17-08-2023,17-09-2023,Not Delivered,0,Cancelled,4221.77,23112.89,,,
SHP006863,PO006863,DTDC,Rail,01-11-2023,03-12-2023,15-12-2023,12,In Transit,1662.54,7065.19,,,
SHP006864,PO006864,BlueDart,Road,13-06-2023,18-07-2023,19-07-2023,1,In Transit,2725.48,20779.31,,,
SHP006865,PO006865,Delhivery,Road,17-04-2023,08-05-2023,15-05-2023,7,Delivered,3229.68,22911.69,,,
SHP006866,PO006866,Ecom Express,Sea,25-12-2024,13-01-2025,Not Delivered,0,Cancelled,3769.07,11740.17,,,
SHP006867,PO006867,Delhivery,Road,16-10-2022,13-11-2022,13-11-2022,0,In Transit,1720.05,14992.29,,,
SHP006868,PO006868,XpressBees,Rail,21-11-2022,12-12-2022,Not Delivered,0,Not Shipped,1118.14,4725.22,,,
SHP006869,PO006869,Delhivery,Road,14-03-2022,01-04-2022,05-04-2022,4,Delivered,1178.45,8217.51,,,
SHP006870,PO006870,FedEx India,Road,23-12-2024,03-01-2025,Not Delivered,0,Cancelled,3947.61,30832.68,,,
SHP006871,PO006871,FedEx India,Road,20-12-2024,30-12-2024,Not Delivered,0,Cancelled,1445.1,10873.85,,,
SHP006872,PO006872,Ecom Express,Road,09-09-2022,09-10-2022,11-10-2022,2,Delivered,269.37,2014.22,,,
SHP006873,PO006873,XpressBees,Road,15-12-2024,02-01-2025,04-01-2025,2,Delivered,636.31,5031.99,,,
SHP006874,PO006874,Rivigo,Road,25-05-2023,18-06-2023,26-06-2023,8,In Transit,2658.99,24450.44,,,
SHP006875,PO006875,BlueDart,Road,10-11-2022,23-11-2022,03-12-2022,10,In Transit,2152.62,17334.03,,,
SHP006876,PO006876,Rivigo,Road,11-05-2024,09-06-2024,08-06-2024,0,Delivered,1279.68,12125.06,,,
SHP006877,PO006877,Safexpress,Road,21-03-2024,25-04-2024,08-05-2024,13,Delivered,3689.54,27442.84,,,
SHP006878,PO006878,Ecom Express,Road,07-09-2024,01-10-2024,30-09-2024,0,Delivered,4472.09,30456.68,,,
SHP006879,PO006879,Ecom Express,Road,03-01-2022,23-01-2022,Not Delivered,0,Cancelled,4071.46,30282.19,,,
SHP006880,PO006880,BlueDart,Road,13-12-2023,26-12-2023,Not Delivered,0,Not Shipped,4552.43,39358.97,,,
SHP006881,PO006881,XpressBees,Road,06-10-2022,27-10-2022,09-11-2022,13,Delivered,2466.09,22347.63,,,
SHP006882,PO006882,BlueDart,Road,07-03-2024,30-03-2024,Not Delivered,0,Cancelled,2265.48,17932.09,,,
SHP006883,PO006883,FedEx India,Rail,13-11-2022,19-11-2022,Not Delivered,0,Not Shipped,2903.85,16146.03,,,
SHP006884,PO006884,Ecom Express,Road,15-02-2022,18-03-2022,26-03-2022,8,In Transit,2687.44,19164.34,,,
SHP006885,PO006885,Safexpress,Rail,26-08-2024,26-09-2024,Not Delivered,0,Not Shipped,1830.99,9470.63,,,
SHP006886,PO006886,Ecom Express,Air,17-04-2023,07-05-2023,07-05-2023,0,Delivered,3505.07,133663.95,,,
SHP006887,PO006887,XpressBees,Rail,04-12-2024,13-12-2024,11-12-2024,0,Delivered,1046.51,5386.19,,,
SHP006888,PO006888,TCI Express,Air,14-04-2023,26-04-2023,29-04-2023,3,In Transit,938.39,48305.86,,,
SHP006889,PO006889,DTDC,Road,23-02-2022,24-03-2022,24-03-2022,0,Delivered,2439.37,18175.87,,,
SHP006890,PO006890,Delhivery,Road,19-02-2023,18-03-2023,31-03-2023,13,Delivered,4398.54,32366.29,,,
SHP006891,PO006891,BlueDart,Road,09-05-2023,14-05-2023,14-05-2023,0,Delivered,730.02,5507.42,,,
SHP006892,PO006892,FedEx India,Air,05-03-2024,21-03-2024,18-03-2024,0,Delivered,3885.05,194209.35,,,
SHP006893,PO006893,Safexpress,Air,01-12-2023,06-12-2023,06-12-2023,0,Delivered,2330.43,88005.63,,,
SHP006894,PO006894,BlueDart,Air,11-04-2024,15-05-2024,18-05-2024,3,Delivered,3436.65,180532.86,,,
SHP006895,PO006895,Rivigo,Air,28-01-2023,07-02-2023,21-02-2023,14,Delivered,1590.19,82218.45,,,
SHP006896,PO006896,TCI Express,Road,25-12-2022,13-01-2023,27-01-2023,14,Delivered,375.81,2725.93,,,
SHP006897,PO006897,XpressBees,Rail,23-08-2022,11-09-2022,20-09-2022,9,In Transit,2846.77,15836.72,,,
SHP006898,PO006898,Shadowfax,Road,06-09-2024,18-09-2024,22-09-2024,4,Delivered,1835.74,14798.06,,,
SHP006899,PO006899,Shadowfax,Sea,20-04-2023,06-05-2023,12-05-2023,6,Delivered,372.41,1279.59,,,
SHP006900,PO006900,Shadowfax,Road,15-12-2024,12-01-2025,21-01-2025,9,Delivered,4669.86,37699.02,,,
SHP006901,PO006901,Safexpress,Road,06-07-2024,31-07-2024,13-08-2024,13,Delivered,4150.26,36323.22,,,
SHP006902,PO006902,BlueDart,Road,19-12-2024,29-12-2024,11-01-2025,13,Delivered,218.6,2011.41,,,
SHP006903,PO006903,DTDC,Road,05-12-2024,26-12-2024,Not Delivered,0,Not Shipped,446.61,4082.07,,,
SHP006904,PO006904,Delhivery,Road,15-05-2024,01-06-2024,Not Delivered,0,Not Shipped,3563.53,29390.19,,,
SHP006905,PO006905,DTDC,Rail,02-08-2023,15-08-2023,18-08-2023,3,Delivered,2928.13,15331.22,,,
SHP006906,PO006906,Delhivery,Rail,22-10-2024,17-11-2024,02-12-2024,15,In Transit,2326.26,9602.74,,,
SHP006907,PO006907,TCI Express,Rail,25-12-2024,12-01-2025,27-01-2025,15,Delivered,3461.3,17272.23,,,
SHP006908,PO006908,XpressBees,Air,20-05-2023,28-06-2023,01-07-2023,3,Delivered,4490.23,214890.51,,,
SHP006909,PO006909,Delhivery,Air,07-07-2024,08-08-2024,05-08-2024,0,In Transit,1097.2,52505.47,,,
SHP006910,PO006910,Rivigo,Road,06-01-2023,20-01-2023,31-01-2023,11,Delivered,2396.19,22062.75,,,
SHP006911,PO006911,TCI Express,Road,16-09-2023,08-10-2023,Not Delivered,0,Not Shipped,415.6,3357.12,,,
SHP006912,PO006912,XpressBees,Road,15-12-2023,11-01-2024,24-01-2024,13,In Transit,2038.13,13715.4,,,
SHP006913,PO006913,Rivigo,Road,06-01-2022,09-02-2022,07-02-2022,0,Delivered,1843.75,14026.3,,,
SHP006914,PO006914,TCI Express,Rail,17-01-2022,05-02-2022,Not Delivered,0,Cancelled,3482.05,15677.94,,,
SHP006915,PO006915,Rivigo,Air,28-12-2022,25-01-2023,26-01-2023,1,In Transit,4111.77,148867.99,,,
SHP006916,PO006916,Ecom Express,Road,21-02-2024,30-03-2024,Not Delivered,0,Cancelled,4099.99,30985.23,,,
SHP006917,PO006917,Shadowfax,Rail,01-09-2023,22-09-2023,30-09-2023,8,In Transit,4072.61,21173.1,,,
SHP006918,PO006918,FedEx India,Road,01-10-2024,23-10-2024,29-10-2024,6,Delivered,158.62,1070.81,,,
SHP006919,PO006919,Rivigo,Road,04-12-2024,28-12-2024,01-01-2025,4,Delivered,1119.77,9311.9,,,
SHP006920,PO006920,Ecom Express,Rail,26-07-2022,24-08-2022,Not Delivered,0,Not Shipped,715.05,3763.96,,,
SHP006921,PO006921,Safexpress,Rail,27-10-2024,28-11-2024,Not Delivered,0,Cancelled,3690.62,19293.85,,,
SHP006922,PO006922,TCI Express,Road,22-07-2024,07-08-2024,10-08-2024,3,Delivered,4335.02,39816.81,,,
SHP006923,PO006923,XpressBees,Road,19-12-2023,29-12-2023,26-12-2023,0,Delivered,1851.09,14316.61,,,
SHP006924,PO006924,BlueDart,Road,05-01-2024,23-01-2024,01-02-2024,9,In Transit,795.49,5118.92,,,
SHP006925,PO006925,Shadowfax,Air,17-06-2023,12-07-2023,15-07-2023,3,Delivered,2714.8,109751.99,,,
SHP006926,PO006926,Safexpress,Road,03-07-2024,06-08-2024,12-08-2024,6,Delivered,4463.3,29393.39,,,
SHP006927,PO006927,Shadowfax,Rail,18-03-2024,10-04-2024,13-04-2024,3,In Transit,1736.9,8790.35,,,
SHP006928,PO006928,FedEx India,Road,21-03-2022,06-04-2022,16-04-2022,10,Delivered,2494.8,23745.12,,,
SHP006929,PO006929,Shadowfax,Rail,12-03-2022,28-03-2022,Not Delivered,0,Not Shipped,3398.6,19378.77,,,
SHP006930,PO006930,TCI Express,Road,14-08-2023,07-09-2023,18-09-2023,11,Delivered,2638.81,20846.11,,,
SHP006931,PO006931,BlueDart,Rail,04-01-2023,06-02-2023,05-02-2023,0,In Transit,444.35,1793.06,,,
SHP006932,PO006932,Ecom Express,Road,23-04-2024,15-05-2024,23-05-2024,8,Delivered,2734.23,25888.43,,,
SHP006933,PO006933,TCI Express,Rail,20-09-2023,27-10-2023,Not Delivered,0,Not Shipped,4460.4,24894.01,,,
SHP006934,PO006934,Ecom Express,Road,11-02-2022,14-03-2022,Not Delivered,0,Not Shipped,4191.15,33048.43,,,
SHP006935,PO006935,Ecom Express,Rail,19-08-2022,14-09-2022,19-09-2022,5,Delivered,4478.94,23339.63,,,
SHP006936,PO006936,Safexpress,Air,14-03-2022,05-04-2022,05-04-2022,0,In Transit,3276.48,143159.39,,,
SHP006937,PO006937,FedEx India,Rail,26-12-2023,07-01-2024,06-01-2024,0,In Transit,3824.88,17868.92,,,
SHP006938,PO006938,Shadowfax,Road,23-06-2022,26-07-2022,25-07-2022,0,Delivered,1542.32,11042.23,,,
SHP006939,PO006939,FedEx India,Rail,18-07-2022,24-08-2022,24-08-2022,0,In Transit,1089.43,5349.18,,,
SHP006940,PO006940,DTDC,Rail,28-07-2024,10-08-2024,13-08-2024,3,Delivered,4041.81,23172.81,,,
SHP006941,PO006941,Safexpress,Road,13-01-2022,25-01-2022,Not Delivered,0,Not Shipped,2236.13,19767.28,,,
SHP006942,PO006942,BlueDart,Road,26-11-2024,22-12-2024,22-12-2024,0,In Transit,4514.3,31194.3,,,
SHP006943,PO006943,DTDC,Air,19-05-2023,04-06-2023,12-06-2023,8,Delivered,1587.19,66965.01,,,
SHP006944,PO006944,XpressBees,Rail,14-11-2023,13-12-2023,11-12-2023,0,In Transit,1863.98,7636.74,,,
SHP006945,PO006945,Shadowfax,Road,17-10-2023,24-11-2023,Not Delivered,0,Not Shipped,4251.04,27821.01,,,
SHP006946,PO006946,XpressBees,Road,17-03-2023,02-04-2023,30-03-2023,0,Delivered,3626.87,31688.14,,,
SHP006947,PO006947,DTDC,Rail,26-10-2024,21-11-2024,19-11-2024,0,In Transit,2614.73,12031.54,,,
SHP006948,PO006948,FedEx India,Road,09-08-2023,26-08-2023,Not Delivered,0,Not Shipped,4840.82,32485.74,,,
SHP006949,PO006949,TCI Express,Rail,24-11-2024,19-12-2024,18-12-2024,0,Delivered,3539.77,15448.58,,,
SHP006950,PO006950,Shadowfax,Road,23-07-2024,15-08-2024,22-08-2024,7,Delivered,766.25,6853.97,,,
SHP006951,PO006951,DTDC,Rail,12-12-2023,03-01-2024,14-01-2024,11,Delivered,2832.06,15922.76,,,
SHP006952,PO006952,FedEx India,Road,09-03-2024,11-04-2024,Not Delivered,0,Not Shipped,4548.8,36589.72,,,
SHP006953,PO006953,Delhivery,Rail,20-01-2022,16-02-2022,15-02-2022,0,Delivered,3737.59,15342.06,,,
SHP006954,PO006954,TCI Express,Road,20-11-2024,26-12-2024,06-01-2025,11,Delivered,1266.48,11225.09,,,
SHP006955,PO006955,TCI Express,Rail,22-12-2023,19-01-2024,20-01-2024,1,Delivered,793.92,4252.07,,,
SHP006956,PO006956,Safexpress,Road,10-05-2024,30-05-2024,27-05-2024,0,Delivered,1395.55,12100.46,,,
SHP006957,PO006957,BlueDart,Rail,05-07-2024,02-08-2024,Not Delivered,0,Cancelled,286.69,1333.59,,,
SHP006958,PO006958,Shadowfax,Sea,21-04-2022,15-05-2022,Not Delivered,0,Not Shipped,3187.86,10893.02,,,
SHP006959,PO006959,Delhivery,Road,10-09-2024,09-10-2024,22-10-2024,13,Delivered,3792.55,27570.15,,,
SHP006960,PO006960,Rivigo,Air,19-01-2022,06-02-2022,Not Delivered,0,Not Shipped,2744.8,140771.27,,,
SHP006961,PO006961,FedEx India,Road,27-10-2024,01-12-2024,16-12-2024,15,Delivered,4540.99,35129.96,,,
SHP006962,PO006962,Shadowfax,Road,22-09-2024,28-09-2024,27-09-2024,0,Delivered,1967.96,14196.83,,,
SHP006963,PO006963,Shadowfax,Air,17-10-2023,19-11-2023,Not Delivered,0,Cancelled,2385.34,126139.55,,,
SHP006964,PO006964,FedEx India,Road,03-06-2024,22-06-2024,28-06-2024,6,Delivered,2152.18,14718.79,,,
SHP006965,PO006965,DTDC,Road,07-07-2024,15-07-2024,30-07-2024,15,Delivered,1944.85,17804.22,,,
SHP006966,PO006966,Shadowfax,Rail,10-04-2022,22-04-2022,Not Delivered,0,Not Shipped,3821.92,21849.02,,,
SHP006967,PO006967,TCI Express,Air,16-09-2024,11-10-2024,17-10-2024,6,Delivered,839.25,35927.95,,,
SHP006968,PO006968,FedEx India,Road,04-10-2023,01-11-2023,06-11-2023,5,Delivered,1238.63,10857.63,,,
SHP006969,PO006969,DTDC,Road,15-04-2022,15-05-2022,12-05-2022,0,Delivered,4350.23,38776.72,,,
SHP006970,PO006970,Shadowfax,Road,25-03-2022,04-04-2022,19-04-2022,15,Delivered,1534.83,13579.14,,,
SHP006971,PO006971,TCI Express,Road,02-11-2023,15-11-2023,27-11-2023,12,Delivered,2365.15,16354.49,,,
SHP006972,PO006972,Delhivery,Road,13-11-2023,16-12-2023,20-12-2023,4,Delivered,2987.39,22530.15,,,
SHP006973,PO006973,DTDC,Rail,16-10-2022,31-10-2022,14-11-2022,14,Delivered,3147.77,18369.73,,,
SHP006974,PO006974,TCI Express,Rail,23-03-2024,21-04-2024,Not Delivered,0,Not Shipped,4437.31,18897.44,,,
SHP006975,PO006975,DTDC,Road,02-01-2024,14-01-2024,11-01-2024,0,Delivered,1974.71,15354.29,,,
SHP006976,PO006976,TCI Express,Road,25-03-2022,13-04-2022,12-04-2022,0,Delivered,3371.85,27046.98,,,
SHP006977,PO006977,DTDC,Road,10-12-2023,09-01-2024,06-01-2024,0,In Transit,3343.17,27939.52,,,
SHP006978,PO006978,FedEx India,Road,26-11-2023,16-12-2023,Not Delivered,0,Not Shipped,357.22,2966.12,,,
SHP006979,PO006979,TCI Express,Road,01-05-2024,07-05-2024,19-05-2024,12,Delivered,4600.42,43294.34,,,
SHP006980,PO006980,FedEx India,Rail,03-06-2022,23-06-2022,Not Delivered,0,Cancelled,4024.59,18881.71,,,
SHP006981,PO006981,XpressBees,Rail,20-06-2023,21-07-2023,21-07-2023,0,Delivered,1248.82,6456.41,,,
SHP006982,PO006982,Safexpress,Rail,11-09-2023,13-10-2023,11-10-2023,0,Delivered,4794.91,27522.33,,,
SHP006983,PO006983,Safexpress,Rail,28-12-2023,28-01-2024,Not Delivered,0,Cancelled,3273.09,18414.66,,,
SHP006984,PO006984,FedEx India,Road,13-11-2024,01-12-2024,Not Delivered,0,Not Shipped,4877.14,42401.09,,,
SHP006985,PO006985,DTDC,Rail,19-01-2023,16-02-2023,Not Delivered,0,Cancelled,4190.56,17269.39,,,
SHP006986,PO006986,TCI Express,Road,05-05-2022,05-06-2022,12-06-2022,7,Delivered,1738.67,16384.43,,,
SHP006987,PO006987,TCI Express,Air,18-01-2022,07-02-2022,08-02-2022,1,Delivered,4373.29,176436.01,,,
SHP006988,PO006988,DTDC,Road,23-04-2023,01-06-2023,10-06-2023,9,In Transit,2809.36,20829.32,,,
SHP006989,PO006989,FedEx India,Road,05-04-2023,07-05-2023,18-05-2023,11,Delivered,212.36,1541.03,,,
SHP006990,PO006990,Safexpress,Rail,22-10-2023,22-11-2023,Not Delivered,0,Not Shipped,3904.41,16592.34,,,
SHP006991,PO006991,FedEx India,Sea,23-06-2022,21-07-2022,23-07-2022,2,Delivered,2350.19,7745.25,,,
SHP006992,PO006992,Ecom Express,Road,19-10-2024,26-10-2024,10-11-2024,15,In Transit,335.04,2987.45,,,
SHP006993,PO006993,XpressBees,Rail,03-05-2024,12-05-2024,Not Delivered,0,Cancelled,4171.42,18501.16,,,
SHP006994,PO006994,BlueDart,Road,12-03-2022,02-04-2022,17-04-2022,15,Delivered,2380.42,18659.13,,,
SHP006995,PO006995,Safexpress,Road,16-12-2022,26-12-2022,02-01-2023,7,In Transit,2028.03,18212.25,,,
SHP006996,PO006996,Delhivery,Rail,14-04-2023,27-04-2023,09-05-2023,12,Delivered,2866.12,16923.66,,,
SHP006997,PO006997,Shadowfax,Road,14-03-2023,27-03-2023,27-03-2023,0,Delivered,394.58,3101.66,,,
SHP006998,PO006998,Delhivery,Road,05-12-2022,25-12-2022,29-12-2022,4,Delivered,2704.96,19764.15,,,
SHP006999,PO006999,XpressBees,Road,16-06-2022,05-07-2022,19-07-2022,14,Delivered,4939.13,36006.34,,,
SHP007000,PO007000,Safexpress,Road,10-11-2024,26-11-2024,03-12-2024,7,In Transit,1338.47,9423.07,,,
SHP007001,PO007001,BlueDart,Air,13-04-2024,01-05-2024,02-05-2024,1,Delivered,4756.92,199965.31,,,
SHP007002,PO007002,XpressBees,Road,15-01-2023,11-02-2023,Not Delivered,0,Cancelled,705.22,6514.25,,,
SHP007003,PO007003,DTDC,Rail,03-02-2023,15-02-2023,16-02-2023,1,Delivered,4483.13,20532.23,,,
SHP007004,PO007004,Rivigo,Air,27-02-2023,18-03-2023,Not Delivered,0,Cancelled,2140.99,78155.43,,,
SHP007005,PO007005,TCI Express,Air,21-01-2022,20-02-2022,Not Delivered,0,Not Shipped,1035.15,46573.2,,,
SHP007006,PO007006,Shadowfax,Rail,14-07-2022,21-07-2022,19-07-2022,0,In Transit,2846.07,16075.47,,,
SHP007007,PO007007,Safexpress,Road,21-10-2024,14-11-2024,17-11-2024,3,Delivered,4649.94,30557.92,,,
SHP007008,PO007008,BlueDart,Sea,10-10-2022,22-10-2022,Not Delivered,0,Cancelled,3285.77,11557.57,,,
SHP007009,PO007009,FedEx India,Rail,28-01-2022,16-02-2022,16-02-2022,0,Delivered,1498.31,6986.35,,,
SHP007010,PO007010,XpressBees,Road,20-03-2022,16-04-2022,13-04-2022,0,Delivered,134.71,1177.42,,,
SHP007011,PO007011,Shadowfax,Air,05-02-2023,17-02-2023,27-02-2023,10,Delivered,3990.76,181536.19,,,
SHP007012,PO007012,Delhivery,Road,04-01-2024,31-01-2024,Not Delivered,0,Cancelled,3110.71,29583.18,,,
SHP007013,PO007013,Delhivery,Road,27-03-2022,24-04-2022,Not Delivered,0,Not Shipped,4759.77,34851.94,,,
SHP007014,PO007014,Delhivery,Sea,04-07-2022,11-07-2022,Not Delivered,0,Not Shipped,1270.53,4088.23,,,
SHP007015,PO007015,DTDC,Sea,19-05-2023,26-05-2023,29-05-2023,3,Delivered,3594.31,10931.3,,,
SHP007016,PO007016,TCI Express,Rail,04-06-2024,16-06-2024,Not Delivered,0,Not Shipped,4113.93,18150.46,,,
SHP007017,PO007017,BlueDart,Rail,11-08-2022,21-08-2022,04-09-2022,14,Delivered,3195.11,18510.66,,,
SHP007018,PO007018,DTDC,Rail,18-07-2023,10-08-2023,18-08-2023,8,In Transit,405.55,1925.95,,,
SHP007019,PO007019,Delhivery,Sea,04-12-2022,23-12-2022,22-12-2022,0,In Transit,3220.98,10614.09,,,
SHP007020,PO007020,FedEx India,Rail,27-05-2023,18-06-2023,24-06-2023,6,In Transit,2288.44,13185.01,,,
SHP007021,PO007021,BlueDart,Rail,17-09-2024,02-10-2024,Not Delivered,0,Cancelled,4432.61,20781.66,,,
SHP007022,PO007022,Safexpress,Sea,26-04-2023,04-05-2023,Not Delivered,0,Not Shipped,986.33,2956.8,,,
SHP007023,PO007023,Rivigo,Road,01-12-2023,31-12-2023,03-01-2024,3,Delivered,283.48,2495.15,,,
SHP007024,PO007024,Rivigo,Rail,26-10-2024,18-11-2024,Not Delivered,0,Not Shipped,4943.02,28227.93,,,
SHP007025,PO007025,Shadowfax,Air,27-06-2022,01-08-2022,10-08-2022,9,Delivered,744.34,30281.98,,,
SHP007026,PO007026,TCI Express,Road,04-11-2024,15-11-2024,21-11-2024,6,Delivered,4120.6,26780.68,,,
SHP007027,PO007027,FedEx India,Road,01-01-2023,01-02-2023,04-02-2023,3,In Transit,997.31,6711.54,,,
SHP007028,PO007028,DTDC,Rail,11-01-2023,11-02-2023,11-02-2023,0,In Transit,1456.22,7768.46,,,
SHP007029,PO007029,TCI Express,Sea,09-07-2022,21-07-2022,21-07-2022,0,Delivered,1859.22,5418.73,,,
